adjusted_net_yards_per_attempt_index,adjusted_net_yards_per_pass_attempt,adjusted_yards_per_attempt,adjusted_yards_per_attempt_index,all_purpose_yards,approximate_value,assists_on_tackles,attempted_passes,birth_date,blocked_punts,catch_percentage,completed_passes,completion_percentage_index,espn_qbr,extra_point_percentage,extra_points_attempted,extra_points_made,field_goal_percentage,field_goals_attempted,field_goals_made,fifty_plus_yard_field_goal_attempts,fifty_plus_yard_field_goals_made,fourth_quarter_comebacks,fourty_to_fourty_nine_yard_field_goal_attempts,fourty_to_fourty_nine_yard_field_goals_made,fumbles,fumbles_forced,fumbles_recovered,fumbles_recovered_for_touchdown,game_winning_drives,games,games_started,height,interception_percentage,interception_percentage_index,interceptions,interceptions_returned_for_touchdown,interceptions_thrown,kickoff_return_touchdown,kickoff_return_yards,kickoff_returns,less_than_nineteen_yards_field_goal_attempts,less_than_nineteen_yards_field_goals_made,longest_field_goal_made,longest_interception_return,longest_kickoff_return,longest_pass,longest_punt,longest_punt_return,longest_reception,longest_rush,name,net_yards_per_attempt_index,net_yards_per_pass_attempt,passer_rating_index,passes_defended,passing_completion,passing_touchdown_percentage,passing_touchdowns,passing_yards,passing_yards_per_attempt,player_id,position,punt_return_touchdown,punt_return_yards,punt_returns,punts,qb_record,quarterback_rating,receiving_touchdowns,receiving_yards,receiving_yards_per_game,receiving_yards_per_reception,receptions,receptions_per_game,rush_attempts,rush_attempts_per_game,rush_touchdowns,rush_yards,rush_yards_per_attempt,rush_yards_per_game,rushing_and_receiving_touchdowns,sack_percentage,sack_percentage_index,sacks,safeties,season,tackles,team_abbreviation,thirty_to_thirty_nine_yard_field_goal_attempts,thirty_to_thirty_nine_yard_field_goals_made,times_pass_target,times_sacked,total_punt_yards,touchdown_percentage_index,touches,twenty_to_twenty_nine_yard_field_goal_attempts,twenty_to_twenty_nine_yard_field_goals_made,weight,yards_from_scrimmage,yards_lost_to_sacks,yards_per_attempt_index,yards_per_completed_pass,yards_per_game_played,yards_per_kickoff_return,yards_per_punt,yards_per_punt_return,yards_per_touch,yards_recovered_from_fumble,yards_returned_from_interception
,,,,2156.0,12.0,5.0,,1990-07-02,,75.4,,,,,,,,,,,,,,,6,1.0,0.0,0.0,,72.0,9.0,5-10,,,,,,0.0,131.0,7.0,,,,,26.0,,,,32.0,33,Rex Burkhead,,,,,,,,,,BurkRe00,,,,,,,,5.0,946.0,13.1,9.1,104.0,1.4,267,3.7,11,1079,4.0,15.0,16,,,0.0,,Career,2.0,,,,138.0,,,,371,,,215,2025,,,,,18.7,,,5.5,0.0,
,,,,,4.0,8,,1994-04-12,,,,,,,,,,,,,,,,,,,,,,16.0,6.0,6-5,,,,,,,,,,,,,,,,,,,Adam Butler,,,,,,,,,,ButlAd00,de/dt,,,,,,,,,,,,,,,,,,,,,,2.0,,2017,11,NWE,,,,,,,,,,300,,,,,,,,,,,
,,,,,2.0,9,,1994-04-12,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,,16.0,0.0,6-5,,,0.0,0.0,,,,,,,,0.0,,,,,,,Adam Butler,,,,2.0,,,,,,ButlAd00,,,,,,,,,,,,,,,,,,,,,,,3.0,,2018,8,NWE,,,,,,,,,,300,,,,,,,,,,0.0,0.0
,,,,,,9,,1994-04-12,,,,,,,,,,,,,,,,,,,,,,15.0,2.0,6-5,,,0.0,0.0,,,,,,,,0.0,,,,,,,Adam Butler,,,,5.0,,,,,,ButlAd00,dl,,,,,,,,,,,,,,,,,,,,,,6.0,,2019,16,NWE,,,,,,,,,,300,,,,,,,,,,,0.0
,,,,,6.0,26,,1994-04-12,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,,47.0,8.0,6-5,,,0.0,0.0,,,,,,,,0.0,,,,,,,Adam Butler,,,,7.0,,,,,,ButlAd00,,,,,,,,,,,,,,,,,,,,,,,11.0,,Career,35,,,,,,,,,,,300,,,,,,,,,,0.0,0.0
,,,,,1.0,0,,1992-03-20,,,,,,,,,,,,,,,,,,,,,,10.0,0.0,6-4,,,0.0,0.0,,,,,,,,0.0,,,,,,,Shilique Calhoun,,,,1.0,,,,,,CalhSh00,,,,,,,,,,,,,,,,,,,,,,,0.5,,2016,5,OAK,,,,,,,,,,260,,,,,,,,,,,0.0
,,,,,1.0,2,,1992-03-20,,,,,,,,,,,,,,,,,,,,,,9.0,0.0,6-4,,,,,,,,,,,,,,,,,,,Shilique Calhoun,,,,,,,,,,CalhSh00,,,,,,,,,,,,,,,,,,,,,,,0.0,,2017,4,OAK,,,,,,,,,,260,,,,,,,,,,,
,,,,,0.0,6,,1992-03-20,,,,,,,,,,,,,,,,,,,,,,7.0,0.0,6-4,,,,,,,,,,,,,,,,,,,Shilique Calhoun,,,,,,,,,,CalhSh00,,,,,,,,,,,,,,,,,,,,,,,0.0,,2018,6,OAK,,,,,,,,,,260,,,,,,,,,,,
,,,,,,3,,1992-03-20,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,,14.0,1.0,6-4,,,,,,,,,,,,,,,,,,,Shilique Calhoun,,,,,,,,,,CalhSh00,lb,,,,,,,,,,,,,,,,,,,,,,0.0,,2019,6,NWE,,,,,,,,,,260,,,,,,,,,,0.0,
,,,,,2.0,11,,1992-03-20,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,,40.0,1.0,6-4,,,0.0,0.0,,,,,,,,0.0,,,,,,,Shilique Calhoun,,,,1.0,,,,,,CalhSh00,,,,,,,,,,,,,,,,,,,,,,,0.5,,Career,21,,,,,,,,,,,260,,,,,,,,,,0.0,0.0
,,,,,0.0,,,1988-05-06,,,,,,,,,,,,,,,,,,,,,,7.0,0.0,6-6,,,,,,,,,,,,,,,,,,,Marcus Cannon,,,,,,,,,,CannMa00,,,,,,,,,,,,,,,,,,,,,,,0.0,,2011,,NWE,,,,,,,,,,335,,,,,,,,,,,
,,,,,2.0,,,1988-05-06,,,,,,,,,,,,,,,,,,,,,,16.0,1.0,6-6,,,,,,,,,,,,,,,,,,,Marcus Cannon,,,,,,,,,,CannMa00,rt,,,,,,,,,,,,,,,,,,,,,,0.0,,2012,,NWE,,,,,,,,,,335,,,,,,,,,,,
,,,,,4.0,0.0,,1988-05-06,,,,,,,,,,,,,,,,,,,,,,14.0,6.0,6-6,,,,,,,,,,,,,,,,,,,Marcus Cannon,,,,,,,,,,CannMa00,rt,,,,,,,,,,,,,,,,,,,,,,0.0,,2013,1.0,NWE,,,,,,,,,,335,,,,,,,,,,,
,,,,,4.0,,,1988-05-06,,,,,,,,,,,,,,,,,,,,,,16.0,4.0,6-6,,,,,,,,,,,,,,,,,,,Marcus Cannon,,,,,,,,,,CannMa00,c/lg/rt,,,,,,,,,,,,,,,,,,,,,,0.0,,2014,,NWE,,,,,,,,,,335,,,,,,,,,,,
,,,,,5.0,,,1988-05-06,,,,,,,,,,,,,,,,,,,,,,12.0,8.0,6-6,,,,,,,,,,,,,,,,,,,Marcus Cannon,,,,,,,,,,CannMa00,T,,,,,,,,,,,,,,,,,,,,,,0.0,,2015,,NWE,,,,,,,,,,335,,,,,,,,,,,
,,,,,13.0,,,1988-05-06,,,,,,,,,,,,,,,,,,,,,,15.0,15.0,6-6,,,,,,,,,,,,,,,,,,,Marcus Cannon,,,,,,,,,,CannMa00,RT,,,,,,,,,,,,,,,,,,,,,,0.0,,2016,,NWE,,,,,,,,,,335,,,,,,,,,,,
,,,,,4.0,,,1988-05-06,,,,,,,,,,,,,,,,,,,,,,7.0,7.0,6-6,,,,,,,,,,,,,,,,,,,Marcus Cannon,,,,,,,,,,CannMa00,t,,,,,,,,,,,,,,,,,,,,,,0.0,,2017,,NWE,,,,,,,,,,335,,,,,,,,,,,
,,,,,8.0,,,1988-05-06,,,,,,,,,,,,,,,,,,,,,,13.0,13.0,6-6,,,,,,,,,,,,,,,,,,,Marcus Cannon,,,,,,,,,,CannMa00,T,,,,,,,,,,,,,,,,,,,,,,0.0,,2018,,NWE,,,,,,,,,,335,,,,,,,,,,,
,,,,,,,,1988-05-06,,,,,,,,,,,,,,,,,,,,,,14.0,14.0,6-6,,,,,,,,,,,,,,,,,,,Marcus Cannon,,,,,,,,,,CannMa00,,,,,,,,,,,,,,,,,,,,,,,0.0,,2019,,NWE,,,,,,,,,,335,,,,,,,,,,,
,,,,,40.0,0.0,,1988-05-06,,,,,,,,,,,,,,,,,,,,,,114.0,68.0,6-6,,,,,,,,,,,,,,,,,,,Marcus Cannon,,,,,,,,,,CannMa00,,,,,,,,,,,,,,,,,,,,,,,0.0,,Career,1.0,,,,,,,,,,,335,,,,,,,,,,,
,,,,,1.0,,,1992-04-16,,,,,,,,,,,,,,,,,,,,,,16.0,0.0,6-3,,,,,,,,,,,,,,,,,,,Joe Cardona,,,,,,,,,,CardJo00,,,,,,,,,,,,,,,,,,,,,,,0.0,,2015,,NWE,,,,,,,,,,245,,,,,,,,,,,
,,,,,1.0,,,1992-04-16,,,,,,,,,,,,,,,,,,,,,,16.0,0.0,6-3,,,,,,,,,,,,,,,,,,,Joe Cardona,,,,,,,,,,CardJo00,,,,,,,,,,,,,,,,,,,,,,,0.0,,2016,,NWE,,,,,,,,,,245,,,,,,,,,,,
,,,,,1.0,,,1992-04-16,,,,,,,,,,,,,,,,,,,,,,16.0,0.0,6-3,,,,,,,,,,,,,,,,,,,Joe Cardona,,,,,,,,,,CardJo00,,,,,,,,,,,,,,,,,,,,,,,0.0,,2017,,NWE,,,,,,,,,,245,,,,,,,,,,,
,,,,,1.0,0.0,,1992-04-16,,,,,,,,,,,,,,,,,,,,,,16.0,0.0,6-3,,,,,,,,,,,,,,,,,,,Joe Cardona,,,,,,,,,,CardJo00,,,,,,,,,,,,,,,,,,,,,,,0.0,,2018,1.0,NWE,,,,,,,,,,245,,,,,,,,,,,
,,,,,,,,1992-04-16,,,,,,,,,,,,,,,,,,,,,,15.0,0.0,6-3,,,,,,,,,,,,,,,,,,,Joe Cardona,,,,,,,,,,CardJo00,,,,,,,,,,,,,,,,,,,,,,,0.0,,2019,,NWE,,,,,,,,,,245,,,,,,,,,,,
,,,,,4.0,0.0,,1992-04-16,,,,,,,,,,,,,,,,,,,,,,79.0,,6-3,,,,,,,,,,,,,,,,,,,Joe Cardona,,,,,,,,,,CardJo00,,,,,,,,,,,,,,,,,,,,,,,0.0,,Career,1.0,,,,,,,,,,,245,,,,,,,,,,,
,,,,,2.0,12,,1987-08-19,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,,16.0,1.0,5-11,,,1,0,,,,,,,,2,,,,,,,Patrick Chung,,,,1,,,,,,ChunPa99,s,,,,,,,,,,,,,,,,,,,,,,2.0,,2009,17,NWE,,,,,,,,,,215,,,,,,,,,,0.0,2
,,,,,4.0,24,,1987-08-19,,,,,,,,,,,,,,,,,,,,,,14.0,13.0,5-11,,,3,1,,,,,,,,51,,,,,,,Patrick Chung,,,,9,,,,,,ChunPa99,fs/S,,,,,,,,,,,,,,,,,,,,,,0.0,,2010,67,NWE,,,,,,,,,,215,,,,,,,,,,,96
,,,,,3.0,28,,1987-08-19,,,,,,,,,,,,,,,,,,,,,,8.0,8.0,5-11,,,1,0,,,,,,,,0,,,,,,,Patrick Chung,,,,4,,,,,,ChunPa99,S,,,,,,,,,,,,,,,,,,,,,,1.0,,2011,39,NWE,,,,,,,,,,215,,,,,,,,,,,0
,,,,,3.0,15,,1987-08-19,,,,,,,,,,,,,,,,,,,,,,12.0,8.0,5-11,,,2,0,,,,,,,,27,,,,,,,Patrick Chung,,,,5,,,,,,ChunPa99,S,,,,,,,,,,,,,,,,,,,,,,0.0,,2012,29,NWE,,,,,,,,,,215,,,,,,,,,,,27
,,,,,4.0,20,,1987-08-19,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,,12.0,10.0,5-11,,,0,0,,,,,,,,0,,,,,,,Patrick Chung,,,,3,,,,,,ChunPa99,FS,,,,,,,,,,,,,,,,,,,,,,0.0,,2013,43,PHI,,,,,,,,,,215,,,,,,,,,,0.0,0
,,,,150.0,5.0,33,,1987-08-19,,,,,,,,,,,,,,,,,,,,,,16.0,15.0,5-11,,,1,0,,0.0,140.0,7.0,,,,10,30.0,,,,,,Patrick Chung,,,,8,,,,,,ChunPa99,S,,,,,,,,,,,,,,,,,,,,,,0.0,,2014,62,NWE,,,,,,,,,,215,,,,,,20.0,,,,,10
,,,,21.0,5.0,33,,1987-08-19,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,,15.0,14.0,5-11,,,0,0,,0.0,17.0,1.0,,,,0,17.0,,,4.0,,,Patrick Chung,,,,9,,,,,,ChunPa99,S/ss,0.0,4.0,1.0,,,,,,,,,,,,,,,,,,,0.0,,2015,52,NWE,,,,,,,,,,215,,,,,,17.0,,4.0,,0.0,0
,,,,11.0,6.0,39,,1987-08-19,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,,16.0,16.0,5-11,,,1,0,,,,,,,,4,,,,7.0,,,Patrick Chung,,,,3,,,,,,ChunPa99,S,0.0,7.0,1.0,,,,,,,,,,,,,,,,,,,1.0,,2016,48,NWE,,,,,,,,,,215,,,,,,,,7.0,,0.0,4
,,,,34.0,5.0,11,,1987-08-19,,,,,,,,,,,,,,,,,0.0,0.0,2.0,0.0,,16.0,11.0,5-11,,,1,0,,0.0,4.0,1.0,,,,30,4.0,,,0.0,,,Patrick Chung,,,,9,,,,,,ChunPa99,S,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,0.0,,2017,67,NWE,,,,,,,,,,215,,,,,,4.0,,0.0,,0.0,30
,,,,,5.0,32,,1987-08-19,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,,15.0,14.0,5-11,,,1,0,,,,,,,,2,,,,,,,Patrick Chung,,,,3,,,,,,ChunPa99,S,,,,,,,,,,,,,,,,,,,,,,0.5,,2018,52,NWE,,,,,,,,,,215,,,,,,,,,,0.0,2
,,,,,,13,,1987-08-19,,,,,,,,,,,,,,,,,,,,,,12.0,11.0,5-11,,,0,0,,,,,,,,0,,,,,,,Patrick Chung,,,,2,,,,,,ChunPa99,s/ss,,,,,,,,,,,,,,,,,,,,,,0.0,,2019,33,NWE,,,,,,,,,,215,,,,,,,,,,,0
,,,,343.0,42.0,260,,1987-08-19,,,,,,,,,,,,,,,,,0.0,2.0,5.0,0.0,,152.0,121.0,5-11,,,11,1,,0.0,161.0,9.0,,,,51,30.0,,,7.0,,,Patrick Chung,,,,56,,,,,,ChunPa99,,0.0,11.0,3.0,,,,,,,,,,,,,,,,,,,4.5,,Career,509,,,,,,,,,,,215,,,,,,17.9,,3.7,,0.0,171
,,,,,5.0,23,,1989-10-20,,,,,,,,,,,,,,,,,0,0,1,0,,16.0,8.0,6-3,,,0.0,0.0,,,,,,,,0.0,,,,,,,Jamie Collins,,,,4.0,,,,,,CollJa00,LB,,,,,,,,,,,,,,,,,,,,,,0.0,,2013,33,NWE,,,,,,,,,,255,,,,,,,,,,0,0.0
,,,,,9.0,47,,1989-10-20,,,,,,,,,,,,,,,,,1,4,2,0,,15.0,15.0,6-3,,,2.0,0.0,,,,,,,,0.0,,,,,,,Jamie Collins,,,,3.0,,,,,,CollJa00,LB,,,,,,,,,,,,,,,,,,,,,,4.0,,2014,91,NWE,,,,,,,,,,255,,,,,,,,,,3,0.0
,,,,,12.0,38,,1989-10-20,,,,,,,,,,,,,,,,,0,5,1,1,,12.0,12.0,6-3,,,1.0,0.0,,,,,,,,51.0,,,,,,,Jamie Collins,,,,6.0,,,,,,CollJa00,LB,,,,,,,,,,,,,,,,,,,,,,5.5,,2015,51,NWE,,,,,,,,,,255,,,,,,,,,,14,51.0
,,,,,9.0,33,,1989-10-20,,,,,,,,,,,,,,,,,0,2,0,0,,15.0,14.0,6-3,,,2.0,0.0,,,,,,,,18.0,,,,,,,Jamie Collins,,,,3.0,,,,,,CollJa00,,,,,,,,,,,,,,,,,,,,,,,3.0,,2016,79,2TM,,,,,,,,,,255,,,,,,,,,,0,31.0
,,,,,4.0,21,,1989-10-20,,,,,,,,,,,,,,,,,0,1,0,0,,8.0,8.0,6-3,,,,,,,,,,,,,,,,,,,Jamie Collins,,,,,,,,,,CollJa00,LB,,,,,,,,,,,,,,,,,,,,,,2.0,,,48,CLE,,,,,,,,,,255,,,,,,,,,,0,
,,,,,3.0,10,,1989-10-20,,,,,,,,,,,,,,,,,0,1,0,0,,6.0,6.0,6-3,,,1.0,0.0,,,,,,,,0.0,,,,,,,Jamie Collins,,,,3.0,,,,,,CollJa00,lb,,,,,,,,,,,,,,,,,,,,,,1.0,,2017,21,CLE,,,,,,,,,,255,,,,,,,,,,0,0.0
,,,,,9.0,31,,1989-10-20,,,,,,,,,,,,,,,,,0,1,1,0,,16.0,16.0,6-3,,,1.0,0.0,,,,,,,,0.0,,,,,,,Jamie Collins,,,,4.0,,,,,,CollJa00,LB,,,,,,,,,,,,,,,,,,,,,,4.0,,2018,73,CLE,,,,,,,,,,255,,,,,,,,,,0,0.0
,,,,,,23,,1989-10-20,,,,,,,,,,,,,,,,,0,3,1,0,,15.0,14.0,6-3,,,3.0,1.0,,,,,,,,69.0,,,,,,,Jamie Collins,,,,7.0,,,,,,CollJa00,LB,,,,,,,,,,,,,,,,,,,,,,6.0,,2019,54,NWE,,,,,,,,,,255,,,,,,,,,,0,85.0
,,,,,47.0,205,,1989-10-20,,,,,,,,,,,,,,,,,1,16,6,1,,95.0,85.0,6-3,,,10.0,1.0,,,,,,,,69.0,,,,,,,Jamie Collins,,,,30.0,,,,,,CollJa00,,,,,,,,,,,,,,,,,,,,,,,23.5,,Career,402,,,,,,,,,,,255,,,,,,,,,,17,167.0
,,,,,,1,,1996-05-20,,,,,,,,,,,,,,,,,,,,,,5.0,0.0,6-3,,,,,,,,,,,,,,,,,,,Byron Cowart,,,,,,,,,,CowaBy00,,,,,,,,,,,,,,,,,,,,,,,0.0,,2019,1,NWE,,,,,,,,,,300,,,,,,,,,,,
,,,,,,1,,1996-05-20,,,,,,,,,,,,,,,,,,,,,,5.0,,6-3,,,,,,,,,,,,,,,,,,,Byron Cowart,,,,,,,,,,CowaBy00,,,,,,,,,,,,,,,,,,,,,,,0.0,,Career,1,,,,,,,,,,,300,,,,,,,,,,,
,,,,255.0,2.0,,,1993-01-05,,46.2,,,,,,,,,,,,,,,2,0.0,1.0,0.0,,11.0,0.0,5-10,,,,,,0.0,12.0,1.0,,,,,12.0,,,1.0,35,11,Phillip Dorsett,,,,,,,,,,DorsPh00,,0.0,1.0,2.0,,,,1,225,20.5,12.5,18,1.6,3,0.3,0,17,5.7,1.5,1,,,0.0,,2015,,IND,,,39,,,,21,,,192,242,,,,,12.0,,0.5,11.5,0.0,
,,,,,5.0,,,1993-01-05,,55.9,,,,,,,,,,,,,,,1,0.0,1.0,0.0,,15.0,7.0,5-10,,,,,,,,,,,,,,,,,64,7,Phillip Dorsett,,,,,,,,,,DorsPh00,wr,,,,,,,2,528,35.2,16.0,33,2.2,2,0.1,0,10,5.0,0.7,2,,,0.0,,2016,,IND,,,59,,,,35,,,192,538,,,,,,,,15.4,-4.0,
,,,,,2.0,,,1993-01-05,,66.7,,,,,,,,,,,,,,,0,,,,,15.0,2.0,5-10,,,,,,,,,,,,,,,,,39,7,Phillip Dorsett,,,,,,,,,,DorsPh00,wr,,,,,,,0,194,12.9,16.2,12,0.8,1,0.1,0,7,7.0,0.5,0,,,,,2017,,NWE,,,18,,,,13,,,192,201,,,,,,,,15.5,,
,,,,,3.0,,,1993-01-05,,76.2,,,,,,,,,,,,,,,0,,,,,16.0,2.0,5-10,,,,,,,,,,,,,,,,,20,17,Phillip Dorsett,,,,,,,,,,DorsPh00,wr,,,,,,,3,290,18.1,9.1,32,2.0,4,0.3,0,29,7.3,1.8,3,,,,,2018,,NWE,,,42,,,,36,,,192,319,,,,,,,,8.9,,
,,,,,,,,1993-01-05,,56.0,,,,,,,,,,,,,,,0,,,,,13.0,4.0,5-10,,,,,,,,,,,,,,,,,58,9,Phillip Dorsett,,,,,,,,,,DorsPh00,wr,,,,,,,5,347,26.7,12.4,28,2.2,3,0.2,0,21,7.0,1.6,5,,,,,2019,,NWE,,,50,,,,31,,,192,368,,,,,,,,11.9,,
,,,,1677.0,12.0,,,1993-01-05,,59.1,,,,,,,,,,,,,,,3,0.0,2.0,0.0,,70.0,15.0,5-10,,,,,,0.0,12.0,1.0,,,,,12.0,,,1.0,64,17,Phillip Dorsett,,,,,,,,,,DorsPh00,,0.0,1.0,2.0,,,,11,1584,22.6,12.9,123,1.8,13,0.2,0,84,6.5,1.2,11,,,0.0,,Career,,,,,208,,,,136,,,192,1668,,,,,12.0,,0.5,12.3,-4.0,
,,,,,1.0,,,1988-12-14,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,,9.0,0.0,6-0,,,,,,,,,,,,,,,,,,14.0,Nate Ebner,,,,,,,,,,EbneNa00,,,,,,,,,,,,,,1.0,0.1,0.0,14.0,14.0,1.6,0.0,,,0.0,,2017,,NWE,,,,,,,1.0,,,215,14.0,,,,,,,,14.0,0.0,
,,,,,11.0,18.0,,1988-12-14,,,,,,,,,,,,,,,,,1.0,1.0,3.0,0.0,,110.0,,6-0,,,,,,,,,,,,,,,,,,14.0,Nate Ebner,,,,,,,,,,EbneNa00,,,,,,,,,,,,,,1.0,0.0,0.0,14.0,14.0,0.1,0.0,,,0.0,,Career,15.0,,,,,,,,1.0,,,215,14.0,,,,,,,,14.0,0.0,
,,,,,1.0,0.0,,1988-12-14,,,,,,,,,,,,,,,,,,,,,,15.0,0.0,6-0,,,,,,,,,,,,,,,,,,,Nate Ebner,,,,,,,,,,EbneNa00,,,,,,,,,,,,,,,,,,,,,,,0.0,,2012,1.0,NWE,,,,,,,,,,215,,,,,,,,,,,
,,,,,1.0,6.0,,1988-12-14,,,,,,,,,,,,,,,,,0.0,0.0,2.0,0.0,,15.0,0.0,6-0,,,,,,,,,,,,,,,,,,,Nate Ebner,,,,,,,,,,EbneNa00,,,,,,,,,,,,,,,,,,,,,,,0.0,,2013,3.0,NWE,,,,,,,,,,215,,,,,,,,,,0.0,
,,,,,1.0,3.0,,1988-12-14,,,,,,,,,,,,,,,,,,,,,,12.0,0.0,6-0,,,,,,,,,,,,,,,,,,,Nate Ebner,,,,,,,,,,EbneNa00,,,,,,,,,,,,,,,,,,,,,,,0.0,,2014,7.0,NWE,,,,,,,,,,215,,,,,,,,,,,
,,,,,1.0,,,1988-12-14,,,,,,,,,,,,,,,,,,,,,,15.0,0.0,6-0,,,,,,,,,,,,,,,,,,,Nate Ebner,,,,,,,,,,EbneNa00,,,,,,,,,,,,,,,,,,,,,,,0.0,,2015,,NWE,,,,,,,,,,215,,,,,,,,,,,
,,,,,5.0,,,1988-12-14,,,,,,,,,,,,,,,,,0.0,1.0,1.0,0.0,,16.0,0.0,6-0,,,,,,,,,,,,,,,,,,,Nate Ebner,,,,,,,,,,EbneNa00,,,,,,,,,,,,,,,,,,,,,,,0.0,,2016,,NWE,,,,,,,,,,215,,,,,,,,,,0.0,
,,,,,1.0,9.0,,1988-12-14,,,,,,,,,,,,,,,,,,,,,,15.0,0.0,6-0,,,,,,,,,,,,,,,,,,,Nate Ebner,,,,,,,,,,EbneNa00,,,,,,,,,,,,,,,,,,,,,,,0.0,,2018,4.0,NWE,,,,,,,,,,215,,,,,,,,,,,
,,,,,,,,1988-12-14,,,,,,,,,,,,,,,,,,,,,,13.0,0.0,6-0,,,,,,,,,,,,,,,,,,,Nate Ebner,,,,,,,,,,EbneNa00,,,,,,,,,,,,,,,,,,,,,,,0.0,,2019,,NWE,,,,,,,,,,215,,,,,,,,,,,
,21.5,21.5,,1111,9.0,,2.0,1986-05-22,,68.5,2.0,,94.3,,,,,,,,,,,,1,0,1,0,,12.0,12.0,5-10,0.0,,,,0.0,,,,,,,,,37.0,,25.0,36,20,Julian Edelman,,21.5,,,100.0,0.0,0.0,43.0,21.5,EdelJu00,WR,0.0,154.0,20.0,,,118.7,6,850,70.8,11.5,74,6.2,9,0.8,0,107,11.9,8.9,6,,,0.0,,2018,,NWE,,,108,0.0,,,83,,,198,957,0.0,,21.5,3.6,,,7.7,11.5,0,
,33.5,33.5,,1137,,,2.0,1986-05-22,,66.4,2.0,,100.0,,,,,,,,,,,,2,0,0,0,,15.0,13.0,5-10,0.0,,,,0.0,0.0,19.0,1.0,,,,,19.0,32.0,,,44,9,Julian Edelman,,23.5,,,100.0,50.0,1.0,47.0,23.5,EdelJu00,WR,,,,,,158.3,6,1091,72.7,11.2,97,6.5,8,0.5,0,27,3.4,1.8,6,,,0.0,,2019,,NWE,,,146,0.0,,,105,,,198,1118,0.0,,23.5,3.1,19.0,,,10.6,0,
,27.5,27.5,,9506,59.0,5.0,4.0,1986-05-22,,66.6,4.0,,,,,,,,,,,,,,24,2,14,1,,130.0,84.0,5-10,0.0,,,,0.0,0.0,626.0,30.0,,,,,37.0,37.0,,94.0,77,47,Julian Edelman,,22.5,,,100.0,25.0,1.0,90.0,22.5,EdelJu00,,4.0,1986.0,177.0,,,158.3,36,6481,49.9,10.9,596,4.6,56,0.4,0,391,7.0,3.0,36,,,0.0,,Career,17.0,,,,895,0.0,,,652,,,198,6872,0.0,,22.5,0.7,20.9,,11.2,10.5,22,
,,,,668,4.0,,,1986-05-22,,68.5,,,,,,,,,,,,,,,1,0,1,0,,11.0,7.0,5-10,,,,,,0.0,241.0,11.0,,,,,32.0,,,35.0,29,5,Julian Edelman,,,,,,,,,,EdelJu00,wr,0.0,63.0,6.0,,,,1,359,32.6,9.7,37,3.4,2,0.2,0,5,2.5,0.5,1,,,0.0,,2009,,NWE,,,54,,,,39,,,198,364,,,,,21.9,,10.5,9.3,0,
,,,,421,2.0,0.0,,1986-05-22,,50.0,,,,,,,,,,,,,,,1,0,0,0,,15.0,3.0,5-10,,,,,,,,,,,,,,,,94.0,40,13,Julian Edelman,,,,,,,,,,EdelJu00,wr,1.0,321.0,21.0,,,,0,86,5.7,12.3,7,0.5,2,0.1,0,14,7.0,0.9,0,,,0.0,,2010,1.0,NWE,,,14,,,,9,,,198,100,,,,,,,15.3,11.1,0,
,,,,622,1.0,5.0,,1986-05-22,,44.4,,,,,,,,,,,,,,,3,1,2,0,,13.0,0.0,5-10,,,,,,0.0,284.0,12.0,,,,,37.0,,,72.0,11,6,Julian Edelman,,,,,,,,,,EdelJu00,,1.0,296.0,28.0,,,,0,34,2.6,8.5,4,0.3,4,0.3,0,8,2.0,0.6,0,,,0.0,,2011,11.0,NWE,,,9,,,,8,,,198,42,,,,,23.7,,10.6,5.3,0,
,,,,603,4.0,,,1986-05-22,,65.6,,,,,,,,,,,,,,,1,1,1,1,,9.0,3.0,5-10,,,,,,0.0,38.0,3.0,,,,,32.0,,,68.0,56,47,Julian Edelman,,,,,,,,,,EdelJu00,wr,1.0,263.0,17.0,,,,3,235,26.1,11.2,21,2.3,4,0.4,0,45,11.3,5.0,3,,,0.0,,2012,,NWE,,,32,,,,25,,,198,280,,,,,12.7,,15.5,11.2,22,
,,,,1441,9.0,,,1986-05-22,,69.5,,,,,,,,,,,,,,,6,0,5,0,,16.0,11.0,5-10,,,,,,,,,,,,,,,,43.0,44,7,Julian Edelman,,,,,,,,,,EdelJu00,WR,0.0,374.0,35.0,,,,6,1056,66.0,10.1,105,6.6,2,0.1,0,11,5.5,0.7,6,,,0.0,,2013,,NWE,,,151,,,,107,,,198,1067,,,,,,,10.7,10.0,0,
